Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1644,NBA Live NineNine,PS,1997,Sports,Electronic Arts,1.13,0.05,0.0,0.03,1.22
1645,Chocobo no Fushigi Dungeon,PS,1997,Role Playing,SquareSoft,0.0,0.0,1.14,0.08,1.22
1646,Golden Sun The Lost Age,GBA,2002,Role Playing,Nintendo,0.61,0.27,0.27,0.07,1.22
1649,WCW Mayhem,PS,1998,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22
1650,NBA TwoKTwo,PSTow,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22
1651,NASCAR Thunder TwoZeroZeroThree,PSTow,0,Racing,Unknown,0.6,0.46,0.0,0.16,1.22
1652,Super Street Fighter IV ThreeD Edition,ThreeDS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22
1654,Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21
1657,Sly Cooper and the Thievius Raccoonus,PSTow,2002,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21
1659,The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
1660,Dragon Quest IV Michibikareshi Monotachi,PS,2001,Role Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21
1661,Star Wars Episode One Jedi Power Battles,PS,1999,Action,LucasArts,0.66,0.48,0.01,0.06,1.21
1662,Dino Crisis Two,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
1664,Shrek  Shrek Two TwoinOne Gameboy Advance Video,GBA,2007,Misc,Unknown,0.87,0.32,0.0,0.02,1.21
1665,Test Drive Four,PS,1997,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21
1667,World Soccer Winning Eleven Nine JP  Others sales,PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2
1668,The Lord of the Rings The Fellowship of the Ring,PSTow,2002,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2
1670,ATV Offroad Fury Three,PSTow,2004,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2
1671,Pikmin Two,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2
1672,Just Dance TwoZeroOneSix,Wii,2015,Misc,Ubisoft,0.52,0.59,0.0,0.1,1.2
1673,Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0.0,0.12,1.2
1675,WWE TwoKOneSix,PSFour,2015,Sports,TakeTwo Interactive,0.41,0.6,0.0,0.19,1.2
1676,Dragon Ball Z La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,1.2,0.0,1.2
1677,TwinBee,NES,1986,Shooter,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2
1678,Ganbare Goemon Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2
1679,NFL TwoK,DC,1999,Sports,Sega,1.12,0.05,0.0,0.02,1.2
1680,SolarStriker,GB,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
1682,NHL TwoZeroZeroTwo,PSTow,2001,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2
1683,Mario vs Donkey Kong Two March of the Minis,DS,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
1684,PokPark Wii Pikachus Adventure,Wii,2009,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2
1685,One Piece Pirate Warriors,PSThree,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2
1686,WWE TwoKOneFour,PSThree,2013,Sports,TakeTwo Interactive,0.49,0.49,0.0,0.21,1.19
1687,Metal Gear Solid Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19
1688,Nuclear Strike,PS,1997,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19
1689,Captain Toad Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19
1693,SpongeBob SquarePants Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,0.92,0.23,0.0,0.04,1.19
1695,Scarface The World is Yours,PSTow,2006,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19
1696,Kobe Bryant in NBA Courtside,NSixFour,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19
1697,Disneys Chip n Dale Rescue Rangers,NES,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19
1698,The Dukes of Hazzard Racing for Home,PS,1999,Racing,Ubisoft,0.99,0.16,0.0,0.04,1.19
1702,Final Fantasy I  II Dawn of Souls,GBA,2004,Role Playing,Nintendo,0.64,0.24,0.29,0.02,1.19
1703,NBA TwoKOneSeven,PSFour,2016,Sports,TakeTwo Interactive,0.83,0.14,0.0,0.22,1.19
1704,Pokemon Super Mystery Dungeon,ThreeDS,2015,Role Playing,Nintendo,0.46,0.31,0.33,0.08,1.19
1706,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18
1707,Pole Position,TowSixZeroZero,1982,Racing,Atari,1.1,0.07,0.0,0.01,1.18
1708,Resident Evil Operation Raccoon City,PSThree,2012,Action,Capcom,0.48,0.25,0.36,0.1,1.18
1710,Pro Yakyuu Family Stadium EightEight,NES,1988,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18
1711,Shenmue,DC,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18
1715,WWE SmackDown vs Raw TwoZeroOneZero,PSThree,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18
1716,Plants vs Zombies,DS,2011,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18
1718,Super Ghouls n Ghosts,SNES,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18
1719,Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17
1720,Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17
1721,Your Shape Fitness Evolved TwoZeroOneTwo,XThreeSixZero,2011,Sports,Ubisoft,0.7,0.37,0.0,0.1,1.17
1723,Gun,PSTow,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17
1724,Ty the Tasmanian Tiger,PSTow,2002,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17
1725,Wario Land Shake It,Wii,2008,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17
1726,Sonic Rush Adventure,DS,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1728,Mega Man Three,NES,1990,Platform,Capcom,0.68,0.1,0.39,0.0,1.17
1729,Ratchet  Clank TwoZeroOneSix,PSFour,2016,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
1730,Mission Impossible,NSixFour,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17
1731,Romancing SaGa Two,SNES,1993,Role Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17
1732,Cabelas Dangerous Hunts,PSTow,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17
1733,Cool Boarders Four,PS,1998,Sports,NineEightNine Studios,0.65,0.44,0.0,0.08,1.17
1734,Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
1736,Football Manager TwoZeroOneThree,PC,2012,Sports,Sega,0.0,0.95,0.0,0.22,1.17
1737,Destruction Derby Two,PS,1996,Racing,Psygnosis,0.65,0.44,0.0,0.08,1.17
1738,Mirrors Edge,XThreeSixZero,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17
1740,Mario vs Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17
1742,EA Sports Active More Workouts,Wii,2009,Sports,Electronic Arts,0.78,0.28,0.0,0.1,1.16
1745,Final Fantasy Tactics The War of the Lions,PSP,2007,Role Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
1746,Midnight Club Three DUB Edition Remix,PSTow,2006,Racing,TakeTwo Interactive,0.97,0.04,0.0,0.16,1.16
1747,Tom Clancys Ghost Recon Jungle Storm,PSTow,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16
1749,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1751,NASCAR Thunder TwoZeroZeroTwo,PSTow,2001,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16
1752,Jet Force Gemini,NSixFour,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16
1753,Mega Man X,SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
1754,YuGiOh The Sacred Cards American and Others sales,GBA,2002,Role Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16
1755,Sega Rally Championship,SAT,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16
1756,Test Drive Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.16
1757,Medal of Honor Heroes Two,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
1758,Sniper Ghost Warrior,XThreeSixZero,2010,Shooter,City Interactive,0.54,0.51,0.0,0.12,1.16
1759,Rocksmith,PSThree,2011,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16
1762,Plants vs Zombies Garden Warfare,XThreeSixZero,2014,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.16
1763,Worldwide Soccer Manager TwoZeroZeroNine,PC,2008,Simulation,Sega,0.0,1.14,0.0,0.01,1.15
1764,Omerta City of Gangsters,PSThree,2011,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15
1765,Gauntlet Dark Legacy,PSTow,2001,Action,Midway Games,0.56,0.44,0.0,0.15,1.15
1766,Ninja Gaiden Sigma,PSThree,2007,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
1767,Bad Boys Miami Takedown,PSTow,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15
1768,Kaboom,TowSixZeroZero,1980,Misc,Activision,1.07,0.07,0.0,0.01,1.15
1769,Red Dead Redemption Undead Nightmare,PSThree,2010,Action,TakeTwo Interactive,0.44,0.46,0.06,0.18,1.15
1770,Sonic and the Black Knight,Wii,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.15
1772,Qix,GB,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15
1773,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,0.0,0.0,1.15,0.0,1.15
1774,Doraemon,NES,1986,Action,Hudson Soft,0.0,0.0,1.15,0.0,1.15
1775,High School Musical Two Work This Out,DS,2008,Misc,Disney Interactive Studios,0.5,0.52,0.0,0.13,1.15
1776,Ratchet  Clank All Four One,PSThree,2011,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15
1777,Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15
1778,Fight Night Champion,PSThree,2011,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15
1779,Dragon Quest I  II,SNES,1993,Role Playing,Enix Corporation,0.0,0.0,1.15,0.0,1.15
1780,Tak and the Power of Juju,PSTow,2003,Platform,THQ,0.56,0.44,0.0,0.15,1.15
1782,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0.0,0.0,1.07,0.07,1.15
1783,Pokemon Rumble Blast,ThreeDS,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14
1784,Action Bass,PS,2000,Action,TakeTwo Interactive,0.64,0.43,0.0,0.07,1.14
1785,Tenchu Wrath of Heaven,PSTow,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14
1786,Shadow of the Colossus,PSTow,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
1787,Brave Fencer Musashi,PS,1998,Role Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
1788,Hot Shots Golf Out of Bounds,PSThree,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
1789,Dance Dance Revolution Extreme Two,PSTow,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14
1791,Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14
1792,South Park,NSixFour,1998,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02,1.14
1793,Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14
1794,Pilotwings,SNES,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14
1795,Resident Evil  Code Veronica,DC,2000,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14
1796,Super RC ProAm,GB,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14
1799,Royal Palace of White Sword and The City of Gentiles,PSTow,2005,Role Playing,TakeTwo Interactive,0.0,0.51,0.0,0.62,1.14
1801,Mobile Suit Gundam Federation vs Zeon,PSTow,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14
1803,MechAssault,XB,2002,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13
1804,ModNation Racers,PSThree,2010,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13
1806,Derby Stallion NineNine,PS,1999,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.13
1808,Fantasy Life,ThreeDS,2012,Role Playing,Nintendo,0.33,0.37,0.37,0.06,1.13
1809,Tom Clancys Rainbow Six Three Black Arrow,XB,2004,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13
1810,WWE TwoKOneFive,PSFour,2014,Sports,TakeTwo Interactive,0.38,0.56,0.0,0.19,1.13
1812,Jampack Winter NineEight,PS,1998,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13
1814,Alien Isolation,PSFour,2014,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
1815,Yakuza Three,PSThree,2009,Action,Sega,0.21,0.21,0.62,0.08,1.13
1816,Pokmon Mystery Dungeon Red Rescue Team US weekly sales,GBA,2005,Role Playing,Nintendo,0.81,0.3,0.0,0.02,1.13
1818,Dragon Age II,XThreeSixZero,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
1819,Moon Patrol,TowSixZeroZero,1982,Shooter,Atari,1.05,0.06,0.0,0.01,1.12
1820,Supercar Street Challenge,PSTow,2001,Racing,Activision,0.55,0.43,0.0,0.14,1.12
1821,Pilotwings SixFour,NSixFour,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12
1822,Crackdown Two,XThreeSixZero,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
1824,Castlevania Lords of Shadow,PSThree,2010,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12
1826,Disney Infinity TwoZero Marvel Super Heroes,XThreeSixZero,2014,Action,Disney Interactive Studios,0.62,0.4,0.0,0.1,1.12
1827,SOCOM US Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12
1831,Worldwide Soccer Manager TwoZeroZeroEight,PC,2007,Sports,Russel,0.0,1.12,0.0,0.0,1.12
1833,CounterStrike,XB,2003,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11
1834,Mad Max TwoZeroOneFive,PSFour,2015,Action,Warner Bros Interactive Entertainment,0.32,0.58,0.04,0.17,1.11
1835,Transformers The Game XBox ThreeSixZero PSTwo PSThree Wii  PC Versions,PSTow,2007,Action,Activision,0.63,0.37,0.0,0.11,1.11
1836,GRID,PSThree,2008,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11
1837,Guitar Hero Encore Rocks The EightZeros,PSTow,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11
1838,Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11
1840,Tom Clancys Splinter Cell Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11
1841,Donkey Kong Jr,NES,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11
1842,Arc the Lad,PS,1995,Role Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11
1843,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11
1845,Pikmin Three,WiiU,2013,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11
1846,Legend of Mana,PS,1999,Role Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11
1847,Lumines Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.11
1850,Megamania,TowSixZeroZero,1981,Shooter,Activision,1.03,0.06,0.0,0.01,1.1
1852,The Legend of Zelda Tri Force Heroes,ThreeDS,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1
1853,Jungle Hunt,TowSixZeroZero,1982,Platform,Atari,1.03,0.06,0.0,0.01,1.1
1854,Triple Play NineEight,PS,1997,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1
1856,Petz Dogz Two,DS,2007,Simulation,Ubisoft,0.47,0.52,0.0,0.12,1.1
1857,WWE SmackDown vs Raw TwoZeroOneOne,PSThree,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.1
1858,YuGiOh Duel Monsters II Dark Duel Stories,GB,1999,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1
1859,Lode Runner,NES,1984,Puzzle,Hudson Soft,0.0,0.0,1.1,0.0,1.1
1860,The Final Fantasy Legend,GB,1989,Role Playing,SquareSoft,0.0,0.0,1.1,0.0,1.1
1861,Famicom Jump Eiyuu Retsuden,NES,1989,Role Playing,Namco Bandai Games,0.0,0.0,1.1,0.0,1.1
1862,FZero X,NSixFour,1998,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1
1863,Popeye,NES,1983,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1
1864,NERF NStrike,Wii,2008,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1
1866,SingStar Legends,PSTow,2006,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1
1867,SingStar Rocks,PSTow,2006,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.1
1868,Tales of Symphonia,GC,2003,Role Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
1869,Untold Legends Brotherhood of the Blade,PSP,2005,Role Playing,Activision,0.54,0.33,0.01,0.22,1.1
1870,Star Ocean The Second Story,PS,1998,Role Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
1871,Lightning Returns Final Fantasy XIII,PSThree,2013,Role Playing,Square Enix,0.31,0.22,0.45,0.12,1.1
1873,Imagine Babysitters,DS,2008,Simulation,Ubisoft,0.63,0.36,0.0,0.1,1.09
1875,Yakuza Two,PSTow,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09
1876,Skate Two,XThreeSixZero,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09
1877,Dragon Ball Z The Legacy of Goku II,GBA,2003,Role Playing,Atari,0.78,0.29,0.0,0.02,1.09
1878,Virtua Fighter Five,PSThree,2007,Fighting,Sega,0.29,0.52,0.08,0.2,1.09
1879,NFL TwoKOne,DC,2000,Sports,Sega,1.02,0.05,0.0,0.02,1.09
1880,BeatMania,PS,1998,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02,1.09
1881,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09
1884,Empire Total War,PC,2009,Strategy,Sega,0.01,0.97,0.0,0.11,1.09
1885,The Godfather,PSTow,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09
1886,Tiger Woods PGA Tour OneZero,Wii,2009,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09
1887,Star Wars Bounty Hunter,PSTow,2002,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09
1888,Densha De Go,PS,1997,Simulation,Taito,0.0,0.0,1.02,0.07,1.09
1889,Dantes Inferno,PSThree,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09
1892,Endless Ocean,Wii,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
1893,NFL Blitz TwoZeroZeroZero,PS,1998,Sports,Midway Games,0.6,0.41,0.0,0.07,1.09
1894,Sonic Free Riders,XThreeSixZero,2010,Racing,Sega,0.74,0.26,0.0,0.09,1.09
1895,NASCAR Thunder TwoZeroZeroFour,PSTow,2003,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08
1896,Prince of Persia,PSThree,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08
1899,The Biggest Loser,Wii,2009,Sports,THQ,0.87,0.12,0.0,0.09,1.08
1900,Fishermans Bass Club,PSTow,2002,Sports,Agetec,0.53,0.41,0.0,0.14,1.08
1901,MySims Agents,DS,2009,Adventure,Electronic Arts,0.55,0.43,0.0,0.11,1.08
1902,Resident Evil The Darkside Chronicles,Wii,2009,Action,Capcom,0.48,0.32,0.2,0.09,1.08
1903,NCAA Football OneThree,XThreeSixZero,2012,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08
1907,Joust,TowSixZeroZero,1982,Platform,Atari,1.01,0.06,0.0,0.01,1.08
1910,DiRT Three,PSThree,2011,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
1912,Spore Creatures,DS,2008,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08
1913,Ready Two Rumble Boxing,PS,1998,Sports,Midway Games,0.6,0.41,0.0,0.07,1.08
1914,Dragon Ball Z Taiketsu,GBA,2003,Fighting,Atari,0.77,0.29,0.0,0.02,1.08
1915,Disneys Lilo  Stitch,GBA,2002,Platform,Ubisoft,0.77,0.29,0.0,0.02,1.08
1916,Star Fox Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08
1917,Naruto Ultimate Ninja Storm,PSThree,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08
1919,NCAA Football OneFour,XThreeSixZero,2013,Sports,Electronic Arts,1.01,0.0,0.0,0.06,1.07
1920,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0.0,0.0,1.0,0.07,1.07
1922,Imagine Fashion Designer New York,DS,2008,Simulation,Ubisoft,0.65,0.32,0.0,0.1,1.07
1924,Bully Scholarship Edition,XThreeSixZero,2008,Action,TakeTwo Interactive,0.53,0.4,0.03,0.11,1.07
1925,Virtua Fighter,SAT,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07
1926,Championship Manager NineNineZeroZero,PC,1999,Sports,Eidos Interactive,0.0,0.98,0.0,0.09,1.07
1929,Super Princess Peach,DS,2005,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07
1930,NHL NineNine,PS,1997,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.07
1931,SoulCalibur III,PSTow,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07
1933,FOne TwoZeroOneTwo,PSThree,2012,Racing,Codemasters,0.12,0.64,0.05,0.25,1.07
1934,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07
1935,Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07
1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
1938,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,0.59,0.4,0.0,0.07,1.07
1939,NCAA Football NineNine,PS,1998,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.06
1940,Mortal Kombat Armageddon,PSTow,2006,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06
1941,Aliens vs Predator,XThreeSixZero,2010,Shooter,Sega,0.55,0.4,0.0,0.11,1.06
1942,Freekstyle,PSTow,2002,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06
1943,Junior Brain Trainer,DS,2008,Misc,GSP,0.23,0.74,0.0,0.1,1.06
1944,Darksiders,XThreeSixZero,2010,Action,THQ,0.67,0.29,0.01,0.1,1.06
1945,DiRT,PSThree,2007,Racing,Codemasters,0.16,0.67,0.0,0.23,1.06
1947,Simple OneFiveZeroZero Series Vol One The Mahjong,PS,1998,Misc,DThreePublisher,0.0,0.0,0.99,0.07,1.06
1949,NBA Street VThree,PSTow,2005,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06
1950,Sleeping Dogs,PSThree,2012,Action,Square Enix,0.31,0.5,0.05,0.19,1.06
1951,Mercenaries Two World in Flames,XThreeSixZero,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06
1952,Worms Armageddon,PS,1999,Strategy,Microprose,0.18,0.81,0.0,0.08,1.06
1953,Hulk,PSTow,2003,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06
1956,NFL Quarterback Club NineEight,NSixFour,1997,Sports,Acclaim Entertainment,1.01,0.05,0.0,0.01,1.06
1957,DJ Hero,XThreeSixZero,2009,Misc,Activision,0.56,0.4,0.0,0.11,1.06
1958,Dora the Explorer Dora Saves the Mermaids,DS,2007,Platform,TakeTwo Interactive,0.97,0.01,0.0,0.08,1.06
1959,Diablo II Lord of Destruction,PC,2001,Role Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06
1960,Naruto Shippuden Ultimate Ninja Storm Four,PSFour,2016,Fighting,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06
1962,Virtua Tennis Three,PSThree,2007,Sports,Sega,0.23,0.59,0.03,0.22,1.06
1963,Seek and Destroy,PSTow,2002,Racing,Play It,0.52,0.4,0.0,0.14,1.06
1964,Warhawk,PSThree,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06
1965,Apollo Justice Ace Attorney,DS,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06
1967,Cosmic Ark,TowSixZeroZero,1981,Shooter,Imagic,0.99,0.05,0.0,0.01,1.05
1968,SOCOM US Navy SEALs Fireteam Bravo Two,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05
1969,Skylanders Trap Team,Wii,2014,Action,Activision,0.42,0.54,0.0,0.08,1.05
1971,Defender,TowSixZeroZero,1980,Misc,Atari,0.99,0.05,0.0,0.01,1.05
1972,Dance on Broadway,Wii,2010,Misc,Ubisoft,0.27,0.66,0.0,0.12,1.05
1973,Adventure Island,NES,1986,Platform,Hudson Soft,0.0,0.0,1.05,0.0,1.05
1974,Arc the Lad II,PS,1996,Role Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05
1975,Tag Team Match MUSCLE,NES,1985,Fighting,Namco Bandai Games,0.0,0.0,1.05,0.0,1.05
1976,Derby Stallion NineSix,SNES,1996,Sports,ASCII Entertainment,0.0,0.0,1.04,0.01,1.05
1977,UFC Undisputed Three,PSThree,2012,Action,THQ,0.55,0.34,0.03,0.13,1.05
1978,NBA TwoKThree,PSTow,2002,Sports,Sega,0.51,0.4,0.0,0.13,1.05
1979,Dragon Ball XenoVerse,PSFour,2015,Fighting,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05
1981,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05
1982,Imagine Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.49,0.0,0.11,1.05
1984,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05
1987,Monster Rancher Two,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05
